,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"Cluster 0, FIRST_RENAL_DISEASE",0.0,0.0,0.0,0.0,0.0,0.0,1107.0,990.0,
"Cluster 0, FIRST_RA",0.001,0.0,0.001,0.001,0.0,0.0,1099.0,983.0,
"Cluster 0, FIRST_CANCER",0.008,0.0,0.008,0.009,0.0,0.0,913.0,908.0,
"Cluster 0, FIRST_VALVULAR_DISEASE",0.0,0.0,0.0,0.001,0.0,0.0,1107.0,979.0,
"Cluster 0, FIRST_WEIGHT_LOSS",0.001,0.0,0.001,0.001,0.0,0.0,983.0,840.0,
"Cluster 1, FIRST_BL_ANAEMIA",0.002,0.0,0.002,0.003,0.0,0.0,1053.0,926.0,
"Cluster 1, FIRST_ARRYTHMIA",0.241,0.003,0.236,0.246,0.0,0.0,842.0,983.0,
"Cluster 1, FIRST_CPD",0.187,0.002,0.183,0.192,0.0,0.0,1030.0,976.0,
"Cluster 1, FIRST_CHF",0.034,0.001,0.032,0.036,0.0,0.0,1079.0,787.0,
"Cluster 1, FIRST_COAGULOPATHY",0.006,0.0,0.005,0.006,0.0,0.0,985.0,998.0,
"Cluster 1, FIRST_DEF_ANAEMIA",0.092,0.002,0.088,0.096,0.0,0.0,939.0,939.0,
"Cluster 1, FIRST_DEPRESSION",0.073,0.002,0.07,0.076,0.0,0.0,929.0,904.0,
"Cluster 1, FIRST_DIAB_COMP",0.002,0.0,0.001,0.002,0.0,0.0,864.0,942.0,
"Cluster 1, FIRST_DIAB",0.165,0.003,0.16,0.169,0.0,0.0,950.0,892.0,
"Cluster 1, FIRST_DRUG_ABUSE",0.002,0.0,0.001,0.002,0.0,0.0,971.0,982.0,
"Cluster 1, FIRST_FED",0.088,0.002,0.084,0.091,0.0,0.0,905.0,836.0,
"Cluster 1, FIRST_HYPERTENSION",0.733,0.003,0.728,0.738,0.0,0.0,1014.0,874.0,
"Cluster 1, FIRST_HYPERTENSION_COMP",0.001,0.0,0.001,0.001,0.0,0.0,1045.0,951.0,
"Cluster 1, FIRST_HYPOTHYROIDISM",0.108,0.002,0.105,0.112,0.0,0.0,1053.0,919.0,
"Cluster 1, FIRST_LIVER_DISEASE",0.014,0.001,0.012,0.015,0.0,0.0,931.0,862.0,
"Cluster 1, FIRST_LYMPHOMA",0.009,0.001,0.008,0.01,0.0,0.0,945.0,908.0,
"Cluster 1, FIRST_METASTATIC_CANCER",0.001,0.0,0.001,0.002,0.0,0.0,1006.0,971.0,
"Cluster 1, FIRST_OBESITY",0.054,0.001,0.051,0.056,0.0,0.0,987.0,1021.0,
"Cluster 1, FIRST_OND",0.125,0.002,0.12,0.129,0.0,0.0,980.0,1026.0,
"Cluster 1, FIRST_PARALYSIS",0.01,0.001,0.009,0.011,0.0,0.0,872.0,952.0,
"Cluster 1, FIRST_PEP_ULCER",0.028,0.001,0.026,0.03,0.0,0.0,850.0,981.0,
"Cluster 1, FIRST_PVD",0.059,0.002,0.056,0.062,0.0,0.0,960.0,942.0,
"Cluster 1, FIRST_PSYCHOSES",0.003,0.0,0.003,0.004,0.0,0.0,1083.0,908.0,
"Cluster 1, FIRST_PCD",0.023,0.001,0.021,0.024,0.0,0.0,1047.0,971.0,
"Cluster 1, FIRST_RENAL_DISEASE",0.161,0.002,0.157,0.166,0.0,0.0,836.0,981.0,
"Cluster 1, FIRST_RA",0.06,0.001,0.057,0.063,0.0,0.0,942.0,983.0,
"Cluster 1, FIRST_CANCER",0.224,0.003,0.219,0.229,0.0,0.0,955.0,1024.0,
"Cluster 1, FIRST_VALVULAR_DISEASE",0.078,0.002,0.075,0.082,0.0,0.0,895.0,954.0,
"Cluster 1, FIRST_WEIGHT_LOSS",0.05,0.001,0.048,0.053,0.0,0.0,989.0,849.0,
"Cluster 2, FIRST_BL_ANAEMIA",0.004,0.001,0.002,0.005,0.0,0.0,1018.0,1021.0,
"Cluster 2, FIRST_ARRYTHMIA",0.202,0.004,0.194,0.209,0.0,0.0,947.0,983.0,
"Cluster 2, FIRST_CPD",0.198,0.004,0.191,0.205,0.0,0.0,1120.0,901.0,
"Cluster 2, FIRST_CHF",0.051,0.002,0.048,0.055,0.0,0.0,1048.0,864.0,
"Cluster 2, FIRST_COAGULOPATHY",0.006,0.001,0.005,0.008,0.0,0.0,865.0,869.0,
"Cluster 2, FIRST_DEF_ANAEMIA",0.101,0.003,0.095,0.107,0.0,0.0,1029.0,841.0,
"Cluster 2, FIRST_DEPRESSION",0.065,0.002,0.06,0.069,0.0,0.0,1066.0,885.0,
"Cluster 2, FIRST_DIAB_COMP",0.006,0.001,0.005,0.007,0.0,0.0,1043.0,1005.0,
"Cluster 2, FIRST_DIAB",0.136,0.003,0.13,0.142,0.0,0.0,949.0,908.0,
"Cluster 2, FIRST_DRUG_ABUSE",0.001,0.0,0.001,0.002,0.0,0.0,899.0,942.0,
"Cluster 2, FIRST_FED",0.169,0.004,0.162,0.176,0.0,0.0,916.0,942.0,
"Cluster 2, FIRST_HYPERTENSION",0.441,0.005,0.433,0.45,0.0,0.0,1042.0,1013.0,
"Cluster 2, FIRST_HYPERTENSION_COMP",0.006,0.001,0.005,0.007,0.0,0.0,1108.0,942.0,
"Cluster 2, FIRST_HYPOTHYROIDISM",0.064,0.002,0.059,0.068,0.0,0.0,1115.0,905.0,
"Cluster 2, FIRST_LIVER_DISEASE",0.036,0.002,0.033,0.039,0.0,0.0,1066.0,794.0,
"Cluster 2, FIRST_LYMPHOMA",0.016,0.001,0.013,0.018,0.0,0.0,901.0,872.0,
"Cluster 2, FIRST_METASTATIC_CANCER",0.804,0.004,0.796,0.81,0.0,0.0,1096.0,970.0,
"Cluster 2, FIRST_OBESITY",0.029,0.002,0.025,0.032,0.0,0.0,840.0,843.0,
"Cluster 2, FIRST_OND",0.097,0.003,0.092,0.103,0.0,0.0,997.0,972.0,
"Cluster 2, FIRST_PARALYSIS",0.02,0.001,0.017,0.022,0.0,0.0,932.0,787.0,
"Cluster 2, FIRST_PEP_ULCER",0.026,0.001,0.023,0.029,0.0,0.0,976.0,973.0,
"Cluster 2, FIRST_PVD",0.064,0.002,0.06,0.069,0.0,0.0,783.0,914.0,
"Cluster 2, FIRST_PSYCHOSES",0.004,0.001,0.003,0.005,0.0,0.0,899.0,874.0,
"Cluster 2, FIRST_PCD",0.063,0.002,0.058,0.068,0.0,0.0,931.0,914.0,
"Cluster 2, FIRST_RENAL_DISEASE",0.119,0.003,0.113,0.125,0.0,0.0,999.0,928.0,
"Cluster 2, FIRST_RA",0.027,0.002,0.024,0.03,0.0,0.0,1007.0,972.0,
"Cluster 2, FIRST_CANCER",0.914,0.003,0.909,0.919,0.0,0.0,1072.0,909.0,
"Cluster 2, FIRST_VALVULAR_DISEASE",0.037,0.002,0.033,0.041,0.0,0.0,1030.0,1020.0,
"Cluster 2, FIRST_WEIGHT_LOSS",0.11,0.003,0.104,0.115,0.0,0.0,936.0,652.0,
"Cluster 3, FIRST_BL_ANAEMIA",0.004,0.001,0.002,0.005,0.0,0.0,867.0,983.0,
"Cluster 3, FIRST_ARRYTHMIA",0.309,0.005,0.3,0.319,0.0,0.0,1064.0,882.0,
"Cluster 3, FIRST_CPD",0.397,0.005,0.388,0.406,0.0,0.0,841.0,899.0,
"Cluster 3, FIRST_CHF",0.106,0.003,0.101,0.113,0.0,0.0,1024.0,923.0,
"Cluster 3, FIRST_COAGULOPATHY",0.016,0.001,0.013,0.019,0.0,0.0,1037.0,995.0,
"Cluster 3, FIRST_DEF_ANAEMIA",0.137,0.004,0.13,0.145,0.0,0.0,776.0,792.0,
"Cluster 3, FIRST_DEPRESSION",0.107,0.003,0.101,0.113,0.0,0.0,980.0,981.0,
"Cluster 3, FIRST_DIAB_COMP",0.001,0.0,0.001,0.002,0.0,0.0,959.0,842.0,
"Cluster 3, FIRST_DIAB",0.093,0.003,0.088,0.099,0.0,0.0,892.0,942.0,
"Cluster 3, FIRST_DRUG_ABUSE",0.001,0.0,0.0,0.001,0.0,0.0,1077.0,1012.0,
"Cluster 3, FIRST_FED",0.359,0.005,0.349,0.37,0.0,0.0,1196.0,772.0,
"Cluster 3, FIRST_HYPERTENSION",0.364,0.006,0.353,0.375,0.0,0.0,859.0,759.0,
"Cluster 3, FIRST_HYPERTENSION_COMP",0.001,0.0,0.0,0.001,0.0,0.0,881.0,841.0,
"Cluster 3, FIRST_HYPOTHYROIDISM",0.08,0.003,0.074,0.086,0.0,0.0,1081.0,934.0,
"Cluster 3, FIRST_LIVER_DISEASE",0.056,0.002,0.051,0.061,0.0,0.0,1038.0,871.0,
"Cluster 3, FIRST_LYMPHOMA",0.06,0.002,0.056,0.065,0.0,0.0,996.0,872.0,
"Cluster 3, FIRST_METASTATIC_CANCER",0.007,0.001,0.005,0.009,0.0,0.0,936.0,905.0,
"Cluster 3, FIRST_OBESITY",0.01,0.001,0.008,0.012,0.0,0.0,1002.0,974.0,
"Cluster 3, FIRST_OND",0.14,0.004,0.134,0.148,0.0,0.0,1038.0,875.0,
"Cluster 3, FIRST_PARALYSIS",0.028,0.002,0.025,0.031,0.0,0.0,839.0,730.0,
"Cluster 3, FIRST_PEP_ULCER",0.043,0.002,0.04,0.047,0.0,0.0,893.0,921.0,
"Cluster 3, FIRST_PVD",0.134,0.004,0.127,0.141,0.0,0.0,1027.0,914.0,
"Cluster 3, FIRST_PSYCHOSES",0.013,0.001,0.011,0.016,0.0,0.0,965.0,1024.0,
"Cluster 3, FIRST_PCD",0.06,0.003,0.055,0.065,0.0,0.0,885.0,817.0,
"Cluster 3, FIRST_RENAL_DISEASE",0.114,0.003,0.108,0.121,0.0,0.0,872.0,849.0,
"Cluster 3, FIRST_RA",0.032,0.002,0.028,0.035,0.0,0.0,913.0,982.0,
"Cluster 3, FIRST_CANCER",0.198,0.004,0.191,0.206,0.0,0.0,1061.0,875.0,
"Cluster 3, FIRST_VALVULAR_DISEASE",0.051,0.002,0.047,0.056,0.0,0.0,1044.0,970.0,
"Cluster 3, FIRST_WEIGHT_LOSS",0.183,0.004,0.175,0.192,0.0,0.0,843.0,914.0,
"Cluster 4, FIRST_BL_ANAEMIA",0.001,0.0,0.0,0.001,0.0,0.0,970.0,944.0,
"Cluster 4, FIRST_ARRYTHMIA",0.355,0.006,0.343,0.367,0.0,0.0,911.0,889.0,
"Cluster 4, FIRST_CPD",0.133,0.004,0.124,0.141,0.0,0.0,1078.0,1026.0,
"Cluster 4, FIRST_CHF",0.071,0.003,0.065,0.077,0.0,0.0,1012.0,934.0,
"Cluster 4, FIRST_COAGULOPATHY",0.005,0.001,0.003,0.007,0.0,0.0,1043.0,909.0,
"Cluster 4, FIRST_DEF_ANAEMIA",0.096,0.004,0.089,0.104,0.0,0.0,1125.0,1023.0,
"Cluster 4, FIRST_DEPRESSION",0.23,0.005,0.221,0.239,0.0,0.0,942.0,914.0,
"Cluster 4, FIRST_DIAB_COMP",0.001,0.0,0.001,0.002,0.0,0.0,985.0,1026.0,
"Cluster 4, FIRST_DIAB",0.126,0.004,0.119,0.134,0.0,0.0,954.0,1021.0,
"Cluster 4, FIRST_DRUG_ABUSE",0.005,0.001,0.003,0.006,0.0,0.0,1092.0,959.0,
"Cluster 4, FIRST_FED",0.295,0.006,0.283,0.305,0.0,0.0,1027.0,1062.0,
"Cluster 4, FIRST_HYPERTENSION",0.502,0.006,0.491,0.515,0.0,0.0,1022.0,1071.0,
"Cluster 4, FIRST_HYPERTENSION_COMP",0.001,0.001,0.001,0.002,0.0,0.0,994.0,816.0,
"Cluster 4, FIRST_HYPOTHYROIDISM",0.068,0.003,0.062,0.073,0.0,0.0,1103.0,983.0,
"Cluster 4, FIRST_LIVER_DISEASE",0.008,0.001,0.006,0.01,0.0,0.0,876.0,944.0,
"Cluster 4, FIRST_LYMPHOMA",0.004,0.001,0.002,0.005,0.0,0.0,827.0,943.0,
"Cluster 4, FIRST_METASTATIC_CANCER",0.004,0.001,0.003,0.005,0.0,0.0,1078.0,876.0,
"Cluster 4, FIRST_OBESITY",0.023,0.002,0.02,0.027,0.0,0.0,659.0,816.0,
"Cluster 4, FIRST_OND",0.827,0.004,0.818,0.835,0.0,0.0,1066.0,822.0,
"Cluster 4, FIRST_PARALYSIS",0.151,0.005,0.142,0.161,0.0,0.0,967.0,1021.0,
"Cluster 4, FIRST_PEP_ULCER",0.016,0.002,0.012,0.019,0.0,0.0,830.0,844.0,
"Cluster 4, FIRST_PVD",0.049,0.003,0.044,0.054,0.0,0.0,933.0,952.0,
"Cluster 4, FIRST_PSYCHOSES",0.048,0.002,0.043,0.053,0.0,0.0,831.0,941.0,
"Cluster 4, FIRST_PCD",0.025,0.002,0.022,0.029,0.0,0.0,887.0,1026.0,
"Cluster 4, FIRST_RENAL_DISEASE",0.153,0.004,0.144,0.161,0.0,0.0,983.0,941.0,
"Cluster 4, FIRST_RA",0.028,0.002,0.024,0.032,0.0,0.0,1011.0,943.0,
"Cluster 4, FIRST_CANCER",0.161,0.004,0.152,0.17,0.0,0.0,928.0,844.0,
"Cluster 4, FIRST_VALVULAR_DISEASE",0.056,0.003,0.05,0.062,0.0,0.0,843.0,953.0,
"Cluster 4, FIRST_WEIGHT_LOSS",0.121,0.004,0.113,0.129,0.0,0.0,905.0,910.0,
"Cluster 5, FIRST_BL_ANAEMIA",0.012,0.002,0.009,0.016,0.0,0.0,937.0,944.0,
"Cluster 5, FIRST_ARRYTHMIA",0.445,0.009,0.428,0.462,0.0,0.0,825.0,939.0,
"Cluster 5, FIRST_CPD",0.326,0.009,0.31,0.342,0.0,0.0,1111.0,981.0,
"Cluster 5, FIRST_CHF",0.219,0.007,0.207,0.232,0.0,0.0,845.0,983.0,
"Cluster 5, FIRST_COAGULOPATHY",0.028,0.003,0.022,0.034,0.0,0.0,1022.0,951.0,
"Cluster 5, FIRST_DEF_ANAEMIA",0.416,0.008,0.4,0.432,0.0,0.0,1037.0,975.0,
"Cluster 5, FIRST_DEPRESSION",0.39,0.009,0.373,0.407,0.0,0.0,865.0,818.0,
"Cluster 5, FIRST_DIAB_COMP",0.004,0.001,0.002,0.007,0.0,0.0,1006.0,934.0,
"Cluster 5, FIRST_DIAB",0.24,0.007,0.226,0.252,0.0,0.0,1022.0,949.0,
"Cluster 5, FIRST_DRUG_ABUSE",0.011,0.002,0.008,0.016,0.0,0.0,911.0,832.0,
"Cluster 5, FIRST_FED",0.474,0.009,0.456,0.489,0.0,0.0,982.0,796.0,
"Cluster 5, FIRST_HYPERTENSION",0.726,0.008,0.709,0.74,0.0,0.0,989.0,943.0,
"Cluster 5, FIRST_HYPERTENSION_COMP",0.014,0.002,0.01,0.018,0.0,0.0,954.0,977.0,
"Cluster 5, FIRST_HYPOTHYROIDISM",0.165,0.006,0.153,0.177,0.0,0.0,785.0,921.0,
"Cluster 5, FIRST_LIVER_DISEASE",0.066,0.004,0.057,0.075,0.0,0.0,1056.0,842.0,
"Cluster 5, FIRST_LYMPHOMA",0.013,0.002,0.009,0.017,0.0,0.0,1033.0,933.0,
"Cluster 5, FIRST_METASTATIC_CANCER",0.028,0.003,0.022,0.034,0.0,0.0,873.0,1023.0,
"Cluster 5, FIRST_OBESITY",0.102,0.005,0.092,0.111,0.0,0.0,982.0,943.0,
"Cluster 5, FIRST_OND",0.521,0.009,0.503,0.538,0.0,0.0,978.0,1021.0,
"Cluster 5, FIRST_PARALYSIS",0.06,0.004,0.052,0.068,0.0,0.0,718.0,783.0,
"Cluster 5, FIRST_PEP_ULCER",0.103,0.006,0.093,0.114,0.0,0.0,1031.0,860.0,
"Cluster 5, FIRST_PVD",0.157,0.006,0.144,0.169,0.0,0.0,1045.0,932.0,
"Cluster 5, FIRST_PSYCHOSES",0.056,0.004,0.049,0.063,0.0,0.0,937.0,973.0,
"Cluster 5, FIRST_PCD",0.055,0.004,0.047,0.063,0.0,0.0,1002.0,939.0,
"Cluster 5, FIRST_RENAL_DISEASE",0.453,0.01,0.436,0.472,0.0,0.0,1017.0,1017.0,
"Cluster 5, FIRST_RA",0.143,0.006,0.133,0.155,0.0,0.0,1028.0,905.0,
"Cluster 5, FIRST_CANCER",0.351,0.008,0.336,0.366,0.0,0.0,794.0,793.0,
"Cluster 5, FIRST_VALVULAR_DISEASE",0.183,0.007,0.171,0.197,0.0,0.0,1006.0,983.0,
"Cluster 5, FIRST_WEIGHT_LOSS",0.352,0.009,0.336,0.368,0.0,0.0,962.0,553.0,
"Cluster 6, FIRST_BL_ANAEMIA",0.001,0.001,0.0,0.002,0.0,0.0,876.0,909.0,
"Cluster 6, FIRST_ARRYTHMIA",0.294,0.008,0.28,0.309,0.0,0.0,908.0,931.0,
"Cluster 6, FIRST_CPD",0.21,0.007,0.197,0.223,0.0,0.0,1228.0,897.0,
"Cluster 6, FIRST_CHF",0.125,0.005,0.114,0.135,0.0,0.0,867.0,944.0,
"Cluster 6, FIRST_COAGULOPATHY",0.013,0.002,0.01,0.018,0.0,0.0,892.0,907.0,
"Cluster 6, FIRST_DEF_ANAEMIA",0.149,0.006,0.137,0.161,0.0,0.0,1022.0,880.0,
"Cluster 6, FIRST_DEPRESSION",0.125,0.006,0.114,0.138,0.0,0.0,1050.0,982.0,
"Cluster 6, FIRST_DIAB_COMP",0.616,0.008,0.6,0.632,0.0,0.0,1017.0,882.0,
"Cluster 6, FIRST_DIAB",0.966,0.003,0.96,0.972,0.0,0.0,876.0,1070.0,
"Cluster 6, FIRST_DRUG_ABUSE",0.003,0.001,0.001,0.004,0.0,0.0,800.0,945.0,
"Cluster 6, FIRST_FED",0.189,0.007,0.176,0.203,0.0,0.0,981.0,982.0,
"Cluster 6, FIRST_HYPERTENSION",0.783,0.007,0.768,0.796,0.0,0.0,939.0,871.0,
"Cluster 6, FIRST_HYPERTENSION_COMP",0.006,0.002,0.003,0.009,0.0,0.0,1013.0,906.0,
"Cluster 6, FIRST_HYPOTHYROIDISM",0.098,0.006,0.089,0.109,0.0,0.0,1028.0,841.0,
"Cluster 6, FIRST_LIVER_DISEASE",0.045,0.004,0.036,0.052,0.0,0.0,987.0,1013.0,
"Cluster 6, FIRST_LYMPHOMA",0.019,0.003,0.015,0.024,0.0,0.0,878.0,961.0,
"Cluster 6, FIRST_METASTATIC_CANCER",0.049,0.004,0.041,0.057,0.0,0.0,869.0,983.0,
"Cluster 6, FIRST_OBESITY",0.164,0.007,0.15,0.176,0.0,0.0,1016.0,915.0,
"Cluster 6, FIRST_OND",0.268,0.008,0.252,0.285,0.0,0.0,914.0,900.0,
"Cluster 6, FIRST_PARALYSIS",0.032,0.003,0.026,0.038,0.0,0.0,915.0,917.0,
"Cluster 6, FIRST_PEP_ULCER",0.04,0.004,0.032,0.047,0.0,0.0,902.0,958.0,
"Cluster 6, FIRST_PVD",0.152,0.006,0.141,0.164,0.0,0.0,957.0,974.0,
"Cluster 6, FIRST_PSYCHOSES",0.012,0.002,0.009,0.015,0.0,0.0,884.0,864.0,
"Cluster 6, FIRST_PCD",0.024,0.003,0.019,0.031,0.0,0.0,997.0,890.0,
"Cluster 6, FIRST_RENAL_DISEASE",0.323,0.008,0.308,0.339,0.0,0.0,951.0,912.0,
"Cluster 6, FIRST_RA",0.057,0.004,0.049,0.065,0.0,0.0,1082.0,1026.0,
"Cluster 6, FIRST_CANCER",0.308,0.009,0.293,0.326,0.0,0.0,934.0,935.0,
"Cluster 6, FIRST_VALVULAR_DISEASE",0.096,0.006,0.085,0.106,0.0,0.0,914.0,791.0,
"Cluster 6, FIRST_WEIGHT_LOSS",0.109,0.006,0.099,0.12,0.0,0.0,970.0,1026.0,
"Cluster 7, FIRST_BL_ANAEMIA",0.003,0.001,0.001,0.005,0.0,0.0,975.0,981.0,
"Cluster 7, FIRST_ARRYTHMIA",0.851,0.007,0.838,0.866,0.0,0.0,977.0,942.0,
"Cluster 7, FIRST_CPD",0.319,0.01,0.301,0.339,0.0,0.0,915.0,865.0,
"Cluster 7, FIRST_CHF",0.677,0.01,0.658,0.696,0.0,0.0,1024.0,980.0,
"Cluster 7, FIRST_COAGULOPATHY",0.017,0.003,0.013,0.023,0.0,0.0,924.0,935.0,
"Cluster 7, FIRST_DEF_ANAEMIA",0.118,0.008,0.104,0.133,0.0,0.0,999.0,901.0,
"Cluster 7, FIRST_DEPRESSION",0.158,0.007,0.144,0.172,0.0,0.0,1019.0,971.0,
"Cluster 7, FIRST_DIAB_COMP",0.007,0.002,0.004,0.011,0.0,0.0,908.0,979.0,
"Cluster 7, FIRST_DIAB",0.356,0.011,0.336,0.379,0.0,0.0,1001.0,889.0,
"Cluster 7, FIRST_DRUG_ABUSE",0.004,0.001,0.002,0.007,0.0,0.0,1031.0,983.0,
"Cluster 7, FIRST_FED",0.364,0.01,0.345,0.382,0.0,0.0,873.0,944.0,
