,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"Cluster 1, FIRST_CHF",0.58,0.012,0.555,0.602,0.0,0.0,1079.0,787.0,
"Cluster 1, FIRST_COAGULOPATHY",0.002,0.001,0.0,0.004,0.0,0.0,985.0,998.0,
"Cluster 1, FIRST_DEF_ANAEMIA",0.124,0.008,0.11,0.14,0.0,0.0,939.0,939.0,
"Cluster 1, FIRST_DEPRESSION",0.043,0.005,0.034,0.053,0.0,0.0,929.0,904.0,
"Cluster 1, FIRST_DIAB_COMP",0.001,0.001,0.0,0.002,0.0,0.0,864.0,942.0,
"Cluster 1, FIRST_DIAB",0.051,0.006,0.041,0.062,0.0,0.0,950.0,892.0,
"Cluster 1, FIRST_DRUG_ABUSE",0.001,0.001,0.0,0.002,0.0,0.0,971.0,982.0,
"Cluster 1, FIRST_FED",0.206,0.01,0.188,0.225,0.0,0.0,905.0,836.0,
"Cluster 1, FIRST_HYPERTENSION",0.434,0.012,0.412,0.457,0.0,0.0,1014.0,874.0,
"Cluster 1, FIRST_HYPERTENSION_COMP",0.013,0.003,0.008,0.018,0.0,0.0,1045.0,951.0,
"Cluster 1, FIRST_HYPOTHYROIDISM",0.067,0.006,0.057,0.079,0.0,0.0,1053.0,919.0,
"Cluster 1, FIRST_LIVER_DISEASE",0.012,0.003,0.008,0.018,0.0,0.0,931.0,862.0,
"Cluster 1, FIRST_LYMPHOMA",0.003,0.001,0.001,0.005,0.0,0.0,945.0,908.0,
"Cluster 1, FIRST_METASTATIC_CANCER",0.007,0.002,0.003,0.01,0.0,0.0,1006.0,971.0,
"Cluster 1, FIRST_OBESITY",0.007,0.002,0.003,0.011,0.0,0.0,987.0,1021.0,
"Cluster 1, FIRST_OND",0.115,0.008,0.1,0.13,0.0,0.0,980.0,1026.0,
"Cluster 1, FIRST_PARALYSIS",0.025,0.004,0.017,0.032,0.0,0.0,872.0,952.0,
"Cluster 1, FIRST_PEP_ULCER",0.016,0.003,0.011,0.022,0.0,0.0,850.0,981.0,
"Cluster 1, FIRST_PVD",0.072,0.006,0.061,0.084,0.0,0.0,960.0,942.0,
"Cluster 1, FIRST_PSYCHOSES",0.008,0.002,0.004,0.012,0.0,0.0,1083.0,908.0,
"Cluster 1, FIRST_PCD",0.034,0.004,0.027,0.042,0.0,0.0,1047.0,971.0,
"Cluster 1, FIRST_RENAL_DISEASE",0.238,0.01,0.219,0.259,0.0,0.0,836.0,981.0,
"Cluster 1, FIRST_RA",0.018,0.003,0.013,0.024,0.0,0.0,942.0,983.0,
"Cluster 1, FIRST_CANCER",0.08,0.006,0.067,0.092,0.0,0.0,955.0,1024.0,
"Cluster 1, FIRST_VALVULAR_DISEASE",0.167,0.009,0.151,0.185,0.0,0.0,895.0,954.0,
"Cluster 1, FIRST_WEIGHT_LOSS",0.04,0.004,0.03,0.047,0.0,0.0,989.0,849.0,
"Cluster 2, FIRST_BL_ANAEMIA",0.001,0.001,0.0,0.003,0.0,0.0,1018.0,1021.0,
"Cluster 2, FIRST_ARRYTHMIA",0.342,0.01,0.321,0.362,0.0,0.0,947.0,983.0,
"Cluster 2, FIRST_CPD",0.116,0.007,0.102,0.129,0.0,0.0,1120.0,901.0,
"Cluster 2, FIRST_CHF",0.091,0.006,0.08,0.103,0.0,0.0,1048.0,864.0,
"Cluster 2, FIRST_COAGULOPATHY",0.002,0.001,0.001,0.005,0.0,0.0,865.0,869.0,
"Cluster 2, FIRST_DEF_ANAEMIA",0.096,0.007,0.083,0.111,0.0,0.0,1029.0,841.0,
"Cluster 2, FIRST_DEPRESSION",0.081,0.006,0.07,0.092,0.0,0.0,1066.0,885.0,
"Cluster 2, FIRST_DIAB_COMP",0.01,0.002,0.006,0.014,0.0,0.0,1043.0,1005.0,
"Cluster 2, FIRST_DIAB",0.15,0.008,0.135,0.165,0.0,0.0,949.0,908.0,
"Cluster 2, FIRST_DRUG_ABUSE",0.001,0.001,0.0,0.003,0.0,0.0,899.0,942.0,
"Cluster 2, FIRST_FED",0.241,0.01,0.22,0.26,0.0,0.0,916.0,942.0,
"Cluster 2, FIRST_HYPERTENSION",0.646,0.011,0.625,0.666,0.0,0.0,1042.0,1013.0,
"Cluster 2, FIRST_HYPERTENSION_COMP",0.002,0.001,0.001,0.004,0.0,0.0,1108.0,942.0,
"Cluster 2, FIRST_HYPOTHYROIDISM",0.117,0.007,0.104,0.131,0.0,0.0,1115.0,905.0,
"Cluster 2, FIRST_LIVER_DISEASE",0.002,0.001,0.001,0.004,0.0,0.0,1066.0,794.0,
"Cluster 2, FIRST_LYMPHOMA",0.008,0.002,0.004,0.012,0.0,0.0,901.0,872.0,
"Cluster 2, FIRST_METASTATIC_CANCER",0.008,0.002,0.004,0.011,0.0,0.0,1096.0,970.0,
"Cluster 2, FIRST_OBESITY",0.008,0.002,0.004,0.012,0.0,0.0,840.0,843.0,
"Cluster 2, FIRST_OND",0.167,0.008,0.152,0.183,0.0,0.0,997.0,972.0,
"Cluster 2, FIRST_PARALYSIS",0.06,0.006,0.05,0.071,0.0,0.0,932.0,787.0,
"Cluster 2, FIRST_PEP_ULCER",0.009,0.002,0.006,0.013,0.0,0.0,976.0,973.0,
"Cluster 2, FIRST_PVD",0.064,0.005,0.054,0.075,0.0,0.0,783.0,914.0,
"Cluster 2, FIRST_PSYCHOSES",0.012,0.003,0.008,0.017,0.0,0.0,899.0,874.0,
"Cluster 2, FIRST_PCD",0.017,0.003,0.012,0.023,0.0,0.0,931.0,914.0,
"Cluster 2, FIRST_RENAL_DISEASE",0.132,0.008,0.118,0.148,0.0,0.0,999.0,928.0,
"Cluster 2, FIRST_RA",0.021,0.003,0.016,0.028,0.0,0.0,1007.0,972.0,
"Cluster 2, FIRST_CANCER",0.084,0.006,0.073,0.096,0.0,0.0,1072.0,909.0,
"Cluster 2, FIRST_VALVULAR_DISEASE",0.033,0.004,0.026,0.042,0.0,0.0,1030.0,1020.0,
"Cluster 2, FIRST_WEIGHT_LOSS",0.027,0.004,0.021,0.035,0.0,0.0,936.0,652.0,
"Cluster 3, FIRST_BL_ANAEMIA",0.011,0.003,0.005,0.017,0.0,0.0,867.0,983.0,
"Cluster 3, FIRST_ARRYTHMIA",0.162,0.014,0.137,0.19,0.0,0.0,1064.0,882.0,
"Cluster 3, FIRST_CPD",0.134,0.011,0.114,0.157,0.0,0.0,841.0,899.0,
"Cluster 3, FIRST_CHF",0.021,0.005,0.013,0.032,0.0,0.0,1024.0,923.0,
"Cluster 3, FIRST_COAGULOPATHY",0.007,0.004,0.002,0.015,0.0,0.0,1037.0,995.0,
"Cluster 3, FIRST_DEF_ANAEMIA",0.2,0.015,0.17,0.229,0.001,0.0,776.0,792.0,
"Cluster 3, FIRST_DEPRESSION",0.121,0.011,0.102,0.143,0.0,0.0,980.0,981.0,
"Cluster 3, FIRST_DIAB_COMP",0.002,0.002,0.0,0.006,0.0,0.0,959.0,842.0,
"Cluster 3, FIRST_DIAB",0.053,0.008,0.037,0.068,0.0,0.0,892.0,942.0,
"Cluster 3, FIRST_DRUG_ABUSE",0.003,0.002,0.0,0.007,0.0,0.0,1077.0,1012.0,
"Cluster 3, FIRST_FED",0.427,0.018,0.393,0.464,0.001,0.0,1196.0,772.0,
"Cluster 3, FIRST_HYPERTENSION",0.138,0.013,0.115,0.163,0.0,0.0,859.0,759.0,
"Cluster 3, FIRST_HYPERTENSION_COMP",0.005,0.002,0.001,0.009,0.0,0.0,881.0,841.0,
"Cluster 3, FIRST_HYPOTHYROIDISM",0.097,0.011,0.078,0.12,0.0,0.0,1081.0,934.0,
"Cluster 3, FIRST_LIVER_DISEASE",0.013,0.004,0.006,0.021,0.0,0.0,1038.0,871.0,
"Cluster 3, FIRST_LYMPHOMA",0.012,0.004,0.006,0.019,0.0,0.0,996.0,872.0,
"Cluster 3, FIRST_METASTATIC_CANCER",0.016,0.005,0.007,0.026,0.0,0.0,936.0,905.0,
"Cluster 3, FIRST_OBESITY",0.004,0.002,0.001,0.008,0.0,0.0,1002.0,974.0,
"Cluster 3, FIRST_OND",0.349,0.016,0.32,0.383,0.001,0.0,1038.0,875.0,
"Cluster 3, FIRST_PARALYSIS",0.037,0.007,0.025,0.051,0.0,0.0,839.0,730.0,
"Cluster 3, FIRST_PEP_ULCER",0.038,0.006,0.026,0.05,0.0,0.0,893.0,921.0,
"Cluster 3, FIRST_PVD",0.041,0.007,0.027,0.054,0.0,0.0,1027.0,914.0,
"Cluster 3, FIRST_PSYCHOSES",0.008,0.003,0.003,0.015,0.0,0.0,965.0,1024.0,
"Cluster 3, FIRST_PCD",0.007,0.003,0.002,0.012,0.0,0.0,885.0,817.0,
"Cluster 3, FIRST_RENAL_DISEASE",0.209,0.015,0.182,0.238,0.001,0.0,872.0,849.0,
"Cluster 3, FIRST_RA",0.041,0.007,0.029,0.057,0.0,0.0,913.0,982.0,
"Cluster 3, FIRST_CANCER",0.108,0.011,0.089,0.131,0.0,0.0,1061.0,875.0,
"Cluster 3, FIRST_VALVULAR_DISEASE",0.023,0.005,0.014,0.033,0.0,0.0,1044.0,970.0,
"Cluster 3, FIRST_WEIGHT_LOSS",0.175,0.015,0.147,0.203,0.001,0.0,843.0,914.0,
"Cluster 4, FIRST_BL_ANAEMIA",0.008,0.004,0.003,0.016,0.0,0.0,970.0,944.0,
"Cluster 4, FIRST_ARRYTHMIA",0.209,0.017,0.178,0.243,0.001,0.0,911.0,889.0,
"Cluster 4, FIRST_CPD",0.11,0.012,0.086,0.134,0.0,0.0,1078.0,1026.0,
"Cluster 4, FIRST_CHF",0.092,0.012,0.07,0.113,0.0,0.0,1012.0,934.0,
"Cluster 4, FIRST_COAGULOPATHY",0.006,0.003,0.001,0.011,0.0,0.0,1043.0,909.0,
"Cluster 4, FIRST_DEF_ANAEMIA",0.128,0.014,0.101,0.157,0.0,0.0,1125.0,1023.0,
"Cluster 4, FIRST_DEPRESSION",0.037,0.007,0.023,0.051,0.0,0.0,942.0,914.0,
"Cluster 4, FIRST_DIAB_COMP",0.006,0.003,0.001,0.011,0.0,0.0,985.0,1026.0,
"Cluster 4, FIRST_DIAB",0.068,0.01,0.052,0.088,0.0,0.0,954.0,1021.0,
"Cluster 4, FIRST_DRUG_ABUSE",0.002,0.002,0.0,0.005,0.0,0.0,1092.0,959.0,
"Cluster 4, FIRST_FED",0.13,0.014,0.104,0.155,0.0,0.0,1027.0,1062.0,
"Cluster 4, FIRST_HYPERTENSION",0.346,0.019,0.312,0.386,0.001,0.0,1022.0,1071.0,
"Cluster 4, FIRST_HYPERTENSION_COMP",0.008,0.004,0.002,0.016,0.0,0.0,994.0,816.0,
"Cluster 4, FIRST_HYPOTHYROIDISM",0.038,0.008,0.024,0.053,0.0,0.0,1103.0,983.0,
"Cluster 4, FIRST_LIVER_DISEASE",0.022,0.006,0.011,0.034,0.0,0.0,876.0,944.0,
"Cluster 4, FIRST_LYMPHOMA",0.018,0.006,0.008,0.029,0.0,0.0,827.0,943.0,
"Cluster 4, FIRST_METASTATIC_CANCER",0.481,0.02,0.443,0.518,0.001,0.0,1078.0,876.0,
"Cluster 4, FIRST_OBESITY",0.015,0.005,0.007,0.025,0.0,0.0,659.0,816.0,
"Cluster 4, FIRST_OND",0.066,0.01,0.049,0.085,0.0,0.0,1066.0,822.0,
"Cluster 4, FIRST_PARALYSIS",0.003,0.003,0.0,0.009,0.0,0.0,967.0,1021.0,
"Cluster 4, FIRST_PEP_ULCER",0.026,0.007,0.013,0.04,0.0,0.0,830.0,844.0,
"Cluster 4, FIRST_PVD",0.043,0.008,0.028,0.059,0.0,0.0,933.0,952.0,
"Cluster 4, FIRST_PSYCHOSES",0.003,0.002,0.0,0.007,0.0,0.0,831.0,941.0,
"Cluster 4, FIRST_PCD",0.03,0.007,0.018,0.044,0.0,0.0,887.0,1026.0,
"Cluster 4, FIRST_RENAL_DISEASE",0.148,0.014,0.12,0.175,0.0,0.0,983.0,941.0,
"Cluster 4, FIRST_RA",0.023,0.006,0.013,0.036,0.0,0.0,1011.0,943.0,
"Cluster 4, FIRST_CANCER",0.819,0.016,0.787,0.85,0.001,0.0,928.0,844.0,
"Cluster 4, FIRST_VALVULAR_DISEASE",0.043,0.009,0.027,0.061,0.0,0.0,843.0,953.0,
"Cluster 4, FIRST_WEIGHT_LOSS",0.114,0.014,0.089,0.141,0.0,0.0,905.0,910.0,
"Cluster 5, FIRST_BL_ANAEMIA",0.004,0.004,0.0,0.011,0.0,0.0,937.0,944.0,
"Cluster 5, FIRST_ARRYTHMIA",0.564,0.032,0.498,0.624,0.001,0.001,825.0,939.0,
"Cluster 5, FIRST_CPD",0.095,0.02,0.062,0.134,0.001,0.0,1111.0,981.0,
"Cluster 5, FIRST_CHF",0.193,0.024,0.153,0.242,0.001,0.001,845.0,983.0,
"Cluster 5, FIRST_COAGULOPATHY",0.006,0.005,0.0,0.017,0.0,0.0,1022.0,951.0,
"Cluster 5, FIRST_DEF_ANAEMIA",0.119,0.019,0.084,0.158,0.001,0.0,1037.0,975.0,
"Cluster 5, FIRST_DEPRESSION",0.263,0.028,0.21,0.318,0.001,0.001,865.0,818.0,
"Cluster 5, FIRST_DIAB_COMP",0.014,0.008,0.003,0.029,0.0,0.0,1006.0,934.0,
"Cluster 5, FIRST_DIAB",0.141,0.021,0.104,0.181,0.001,0.0,1022.0,949.0,
"Cluster 5, FIRST_DRUG_ABUSE",0.005,0.006,0.0,0.016,0.0,0.0,911.0,832.0,
"Cluster 5, FIRST_FED",0.375,0.03,0.318,0.429,0.001,0.001,982.0,796.0,
"Cluster 5, FIRST_HYPERTENSION",0.675,0.029,0.614,0.725,0.001,0.001,989.0,943.0,
"Cluster 5, FIRST_HYPERTENSION_COMP",0.015,0.008,0.003,0.03,0.0,0.0,954.0,977.0,
"Cluster 5, FIRST_HYPOTHYROIDISM",0.081,0.017,0.05,0.111,0.001,0.0,785.0,921.0,
"Cluster 5, FIRST_LIVER_DISEASE",0.007,0.006,0.001,0.017,0.0,0.0,1056.0,842.0,
"Cluster 5, FIRST_LYMPHOMA",0.005,0.005,0.0,0.014,0.0,0.0,1033.0,933.0,
"Cluster 5, FIRST_METASTATIC_CANCER",0.025,0.012,0.008,0.048,0.0,0.0,873.0,1023.0,
"Cluster 5, FIRST_OBESITY",0.05,0.013,0.028,0.074,0.0,0.0,982.0,943.0,
"Cluster 5, FIRST_OND",0.895,0.019,0.855,0.928,0.001,0.0,978.0,1021.0,
"Cluster 5, FIRST_PARALYSIS",0.217,0.026,0.169,0.267,0.001,0.001,718.0,783.0,
"Cluster 5, FIRST_PEP_ULCER",0.048,0.014,0.024,0.078,0.0,0.0,1031.0,860.0,
"Cluster 5, FIRST_PVD",0.039,0.012,0.017,0.063,0.0,0.0,1045.0,932.0,
"Cluster 5, FIRST_PSYCHOSES",0.047,0.013,0.025,0.073,0.0,0.0,937.0,973.0,
"Cluster 5, FIRST_PCD",0.041,0.013,0.018,0.067,0.0,0.0,1002.0,939.0,
"Cluster 5, FIRST_RENAL_DISEASE",0.398,0.032,0.34,0.46,0.001,0.001,1017.0,1017.0,
"Cluster 5, FIRST_RA",0.045,0.012,0.024,0.07,0.0,0.0,1028.0,905.0,
"Cluster 5, FIRST_CANCER",0.266,0.026,0.22,0.317,0.001,0.001,794.0,793.0,
"Cluster 5, FIRST_VALVULAR_DISEASE",0.179,0.023,0.138,0.23,0.001,0.001,1006.0,983.0,
"Cluster 5, FIRST_WEIGHT_LOSS",0.064,0.016,0.037,0.095,0.001,0.0,962.0,566.0,
"Cluster 6, FIRST_BL_ANAEMIA",0.07,0.043,0.012,0.157,0.001,0.001,876.0,909.0,
"Cluster 6, FIRST_ARRYTHMIA",0.75,0.071,0.605,0.868,0.002,0.002,908.0,931.0,
"Cluster 6, FIRST_CPD",0.336,0.073,0.204,0.481,0.002,0.001,1228.0,897.0,
"Cluster 6, FIRST_CHF",0.165,0.056,0.069,0.279,0.002,0.001,867.0,944.0,
"Cluster 6, FIRST_COAGULOPATHY",0.08,0.048,0.017,0.18,0.002,0.001,892.0,907.0,
"Cluster 6, FIRST_DEF_ANAEMIA",0.547,0.085,0.383,0.703,0.003,0.002,1022.0,880.0,
"Cluster 6, FIRST_DEPRESSION",0.397,0.083,0.25,0.568,0.003,0.002,1050.0,982.0,
"Cluster 6, FIRST_DIAB_COMP",0.097,0.05,0.024,0.192,0.002,0.001,1017.0,882.0,
"Cluster 6, FIRST_DIAB",0.263,0.071,0.121,0.394,0.002,0.002,876.0,1070.0,
"Cluster 6, FIRST_DRUG_ABUSE",0.036,0.039,0.002,0.106,0.001,0.001,800.0,945.0,
"Cluster 6, FIRST_FED",0.16,0.06,0.058,0.274,0.002,0.001,981.0,982.0,
"Cluster 6, FIRST_HYPERTENSION",0.609,0.078,0.446,0.747,0.003,0.002,939.0,871.0,
"Cluster 6, FIRST_HYPERTENSION_COMP",0.056,0.048,0.003,0.148,0.002,0.001,1013.0,906.0,
"Cluster 6, FIRST_HYPOTHYROIDISM",0.396,0.085,0.249,0.566,0.003,0.002,1028.0,841.0,
"Cluster 6, FIRST_LIVER_DISEASE",0.032,0.032,0.001,0.094,0.001,0.001,987.0,1013.0,
"Cluster 6, FIRST_LYMPHOMA",0.055,0.042,0.006,0.138,0.001,0.001,878.0,961.0,
"Cluster 6, FIRST_METASTATIC_CANCER",0.066,0.049,0.008,0.164,0.002,0.001,869.0,983.0,
"Cluster 6, FIRST_OBESITY",0.051,0.038,0.005,0.132,0.001,0.001,1016.0,915.0,
"Cluster 6, FIRST_OND",0.465,0.082,0.299,0.621,0.003,0.002,914.0,900.0,
"Cluster 6, FIRST_PARALYSIS",0.046,0.033,0.003,0.118,0.001,0.001,915.0,917.0,
"Cluster 6, FIRST_PEP_ULCER",0.066,0.05,0.007,0.166,0.002,0.001,902.0,958.0,
"Cluster 6, FIRST_PVD",0.513,0.083,0.354,0.668,0.003,0.002,957.0,974.0,
"Cluster 6, FIRST_PSYCHOSES",0.065,0.042,0.008,0.15,0.001,0.001,884.0,864.0,
"Cluster 6, FIRST_PCD",0.052,0.049,0.003,0.147,0.002,0.001,997.0,890.0,
"Cluster 6, FIRST_RENAL_DISEASE",0.642,0.074,0.5,0.786,0.002,0.002,951.0,912.0,
"Cluster 6, FIRST_RA",0.063,0.047,0.007,0.157,0.001,0.001,1082.0,1026.0,
"Cluster 6, FIRST_CANCER",0.373,0.083,0.212,0.526,0.003,0.002,934.0,935.0,
"Cluster 6, FIRST_VALVULAR_DISEASE",0.162,0.067,0.058,0.295,0.002,0.002,914.0,791.0,
"Cluster 6, FIRST_WEIGHT_LOSS",0.279,0.072,0.157,0.428,0.002,0.002,970.0,1026.0,
"Cluster 9, FIRST_BL_ANAEMIA",0.059,0.065,0.001,0.181,0.002,0.002,991.0,983.0,
"Cluster 9, FIRST_ARRYTHMIA",0.582,0.11,0.352,0.77,0.004,0.002,989.0,967.0,
"Cluster 9, FIRST_CPD",0.781,0.096,0.59,0.942,0.003,0.002,989.0,709.0,
"Cluster 9, FIRST_CHF",0.85,0.086,0.671,0.974,0.003,0.002,975.0,963.0,
"Cluster 9, FIRST_COAGULOPATHY",0.06,0.069,0.001,0.201,0.002,0.002,926.0,979.0,
"Cluster 9, FIRST_DEF_ANAEMIA",0.161,0.092,0.028,0.368,0.003,0.002,863.0,877.0,
"Cluster 9, FIRST_DEPRESSION",0.836,0.08,0.682,0.961,0.003,0.002,794.0,907.0,
"Cluster 9, FIRST_DIAB_COMP",0.058,0.063,0.001,0.182,0.002,0.001,939.0,833.0,
"Cluster 9, FIRST_DIAB",0.144,0.091,0.015,0.321,0.003,0.002,1020.0,983.0,
"Cluster 9, FIRST_DRUG_ABUSE",0.16,0.083,0.038,0.327,0.003,0.002,1033.0,909.0,
"Cluster 9, FIRST_FED",0.782,0.092,0.591,0.926,0.003,0.002,1100.0,1026.0,
"Cluster 9, FIRST_HYPERTENSION",0.558,0.123,0.327,0.787,0.004,0.003,933.0,1016.0,
"Cluster 9, FIRST_HYPERTENSION_COMP",0.096,0.075,0.008,0.236,0.002,0.002,1002.0,990.0,
"Cluster 9, FIRST_HYPOTHYROIDISM",0.069,0.062,0.004,0.185,0.002,0.001,936.0,688.0,
"Cluster 9, FIRST_LIVER_DISEASE",0.062,0.067,0.001,0.206,0.002,0.002,986.0,981.0,
"Cluster 9, FIRST_LYMPHOMA",0.055,0.061,0.001,0.164,0.002,0.002,1007.0,812.0,
"Cluster 9, FIRST_METASTATIC_CANCER",0.062,0.059,0.002,0.176,0.002,0.001,1024.0,883.0,
"Cluster 9, FIRST_OBESITY",0.169,0.09,0.028,0.342,0.003,0.002,963.0,1016.0,
"Cluster 9, FIRST_OND",0.636,0.116,0.381,0.83,0.004,0.003,1016.0,908.0,
"Cluster 9, FIRST_PARALYSIS",0.063,0.065,0.002,0.198,0.002,0.001,895.0,874.0,
"Cluster 9, FIRST_PEP_ULCER",0.272,0.108,0.083,0.477,0.004,0.003,765.0,795.0,
"Cluster 9, FIRST_PVD",0.453,0.116,0.237,0.673,0.004,0.003,975.0,906.0,
"Cluster 9, FIRST_PSYCHOSES",0.176,0.092,0.025,0.35,0.003,0.002,1082.0,952.0,
"Cluster 9, FIRST_PCD",0.081,0.076,0.003,0.224,0.002,0.002,982.0,954.0,
"Cluster 9, FIRST_RENAL_DISEASE",0.56,0.113,0.346,0.769,0.004,0.003,1004.0,1021.0,
