,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
intercepts[9],-2.042,0.158,-2.345,-1.745,0.005,0.004,950.0,979.0,
intercepts[10],-1.365,0.155,-1.643,-1.031,0.005,0.004,957.0,983.0,
intercepts[11],-1.427,0.174,-1.763,-1.082,0.006,0.004,912.0,937.0,
intercepts[12],0.885,0.123,0.633,1.12,0.004,0.003,1013.0,934.0,
intercepts[13],-2.576,0.197,-2.94,-2.174,0.006,0.005,957.0,825.0,
intercepts[14],3.451,0.222,2.999,3.863,0.007,0.005,973.0,1025.0,
intercepts[15],-3.568,0.275,-4.094,-3.042,0.01,0.007,797.0,914.0,
intercepts[16],-1.199,0.156,-1.488,-0.886,0.005,0.003,1004.0,944.0,
intercepts[17],0.377,0.045,0.283,0.458,0.001,0.001,968.0,934.0,
intercepts[18],0.969,0.091,0.776,1.128,0.004,0.002,657.0,872.0,
intercepts[19],-4.59,0.222,-5.005,-4.139,0.007,0.005,918.0,943.0,
intercepts[20],-1.601,0.2,-2.004,-1.208,0.006,0.004,1070.0,922.0,
intercepts[21],-2.433,0.147,-2.714,-2.149,0.005,0.004,725.0,937.0,
intercepts[22],0.318,0.189,-0.058,0.667,0.007,0.005,745.0,960.0,
intercepts[23],-2.516,0.293,-3.117,-2.001,0.009,0.007,1018.0,983.0,
"Cluster 0, FIRST_BL_ANAEMIA",0.0,0.0,0.0,0.0,0.0,0.0,921.0,982.0,
"Cluster 0, FIRST_ARRYTHMIA",0.001,0.0,0.001,0.001,0.0,0.0,1038.0,982.0,
"Cluster 0, FIRST_CPD",0.004,0.0,0.004,0.005,0.0,0.0,863.0,944.0,
"Cluster 0, FIRST_CHF",0.0,0.0,0.0,0.0,0.0,0.0,940.0,982.0,
"Cluster 0, FIRST_COAGULOPATHY",0.0,0.0,0.0,0.0,0.0,0.0,938.0,983.0,
"Cluster 0, FIRST_DEF_ANAEMIA",0.001,0.0,0.001,0.001,0.0,0.0,1040.0,988.0,
"Cluster 0, FIRST_DEPRESSION",0.001,0.0,0.0,0.001,0.0,0.0,1025.0,983.0,
"Cluster 0, FIRST_DIAB_COMP",0.0,0.0,0.0,0.0,0.0,0.0,931.0,974.0,
"Cluster 0, FIRST_DIAB",0.0,0.0,0.0,0.0,0.0,0.0,942.0,875.0,
"Cluster 0, FIRST_DRUG_ABUSE",0.0,0.0,0.0,0.0,0.0,0.0,943.0,982.0,
"Cluster 0, FIRST_FED",0.0,0.0,0.0,0.0,0.0,0.0,923.0,756.0,
"Cluster 0, FIRST_HYPERTENSION",0.003,0.0,0.002,0.003,0.0,0.0,946.0,1072.0,
"Cluster 0, FIRST_HYPERTENSION_COMP",0.0,0.0,0.0,0.0,0.0,0.0,912.0,954.0,
"Cluster 0, FIRST_HYPOTHYROIDISM",0.001,0.0,0.001,0.001,0.0,0.0,915.0,888.0,
"Cluster 0, FIRST_LIVER_DISEASE",0.0,0.0,0.0,0.0,0.0,0.0,975.0,945.0,
"Cluster 0, FIRST_LYMPHOMA",0.0,0.0,0.0,0.0,0.0,0.0,706.0,745.0,
"Cluster 0, FIRST_METASTATIC_CANCER",0.0,0.0,0.0,0.0,0.0,0.0,956.0,951.0,
"Cluster 0, FIRST_OBESITY",0.001,0.0,0.0,0.001,0.0,0.0,1010.0,1023.0,
"Cluster 0, FIRST_OND",0.0,0.0,0.0,0.0,0.0,0.0,857.0,916.0,
"Cluster 0, FIRST_PARALYSIS",0.0,0.0,0.0,0.0,0.0,0.0,1047.0,956.0,
"Cluster 0, FIRST_PEP_ULCER",0.0,0.0,0.0,0.0,0.0,0.0,1067.0,981.0,
"Cluster 0, FIRST_PVD",0.0,0.0,0.0,0.0,0.0,0.0,992.0,914.0,
"Cluster 0, FIRST_PSYCHOSES",0.0,0.0,0.0,0.0,0.0,0.0,950.0,769.0,
"Cluster 0, FIRST_PCD",0.0,0.0,0.0,0.0,0.0,0.0,830.0,849.0,
"Cluster 0, FIRST_RENAL_DISEASE",0.0,0.0,0.0,0.0,0.0,0.0,1107.0,990.0,
"Cluster 0, FIRST_RA",0.0,0.0,0.0,0.0,0.0,0.0,1099.0,983.0,
"Cluster 0, FIRST_CANCER",0.001,0.0,0.001,0.002,0.0,0.0,913.0,908.0,
"Cluster 0, FIRST_VALVULAR_DISEASE",0.0,0.0,0.0,0.0,0.0,0.0,1107.0,979.0,
"Cluster 0, FIRST_WEIGHT_LOSS",0.0,0.0,0.0,0.001,0.0,0.0,983.0,840.0,
"Cluster 1, FIRST_BL_ANAEMIA",0.001,0.0,0.001,0.002,0.0,0.0,1053.0,926.0,
"Cluster 1, FIRST_ARRYTHMIA",0.018,0.001,0.016,0.02,0.0,0.0,842.0,983.0,
"Cluster 1, FIRST_CPD",0.12,0.003,0.116,0.125,0.0,0.0,1030.0,976.0,
"Cluster 1, FIRST_CHF",0.001,0.0,0.001,0.002,0.0,0.0,1079.0,787.0,
"Cluster 1, FIRST_COAGULOPATHY",0.006,0.001,0.005,0.007,0.0,0.0,985.0,998.0,
"Cluster 1, FIRST_DEF_ANAEMIA",0.036,0.001,0.033,0.039,0.0,0.0,939.0,939.0,
"Cluster 1, FIRST_DEPRESSION",0.171,0.003,0.166,0.177,0.0,0.0,929.0,904.0,
"Cluster 1, FIRST_DIAB_COMP",0.001,0.0,0.0,0.001,0.0,0.0,864.0,942.0,
"Cluster 1, FIRST_DIAB",0.026,0.001,0.024,0.029,0.0,0.0,950.0,892.0,
"Cluster 1, FIRST_DRUG_ABUSE",0.009,0.001,0.008,0.01,0.0,0.0,971.0,982.0,
"Cluster 1, FIRST_FED",0.012,0.001,0.011,0.014,0.0,0.0,905.0,836.0,
"Cluster 1, FIRST_HYPERTENSION",0.076,0.002,0.073,0.081,0.0,0.0,1014.0,874.0,
"Cluster 1, FIRST_HYPERTENSION_COMP",0.0,0.0,0.0,0.0,0.0,0.0,1045.0,951.0,
"Cluster 1, FIRST_HYPOTHYROIDISM",0.064,0.002,0.06,0.067,0.0,0.0,1053.0,919.0,
"Cluster 1, FIRST_LIVER_DISEASE",0.031,0.001,0.028,0.034,0.0,0.0,931.0,862.0,
"Cluster 1, FIRST_LYMPHOMA",0.012,0.001,0.01,0.014,0.0,0.0,945.0,908.0,
"Cluster 1, FIRST_METASTATIC_CANCER",0.001,0.0,0.001,0.002,0.0,0.0,1006.0,971.0,
"Cluster 1, FIRST_OBESITY",0.035,0.001,0.032,0.037,0.0,0.0,987.0,1021.0,
"Cluster 1, FIRST_OND",0.033,0.001,0.03,0.036,0.0,0.0,980.0,1026.0,
"Cluster 1, FIRST_PARALYSIS",0.005,0.001,0.004,0.006,0.0,0.0,872.0,952.0,
"Cluster 1, FIRST_PEP_ULCER",0.017,0.001,0.015,0.019,0.0,0.0,850.0,981.0,
"Cluster 1, FIRST_PVD",0.002,0.0,0.001,0.002,0.0,0.0,960.0,942.0,
"Cluster 1, FIRST_PSYCHOSES",0.002,0.0,0.002,0.003,0.0,0.0,1083.0,908.0,
"Cluster 1, FIRST_PCD",0.007,0.001,0.006,0.008,0.0,0.0,1047.0,971.0,
"Cluster 1, FIRST_RENAL_DISEASE",0.002,0.0,0.002,0.003,0.0,0.0,836.0,981.0,
"Cluster 1, FIRST_RA",0.006,0.001,0.005,0.007,0.0,0.0,942.0,983.0,
"Cluster 1, FIRST_CANCER",0.14,0.003,0.134,0.145,0.0,0.0,955.0,1024.0,
"Cluster 1, FIRST_VALVULAR_DISEASE",0.001,0.0,0.001,0.001,0.0,0.0,895.0,954.0,
"Cluster 1, FIRST_WEIGHT_LOSS",0.052,0.002,0.048,0.055,0.0,0.0,989.0,849.0,
"Cluster 2, FIRST_BL_ANAEMIA",0.001,0.0,0.0,0.001,0.0,0.0,1018.0,1021.0,
"Cluster 2, FIRST_ARRYTHMIA",0.196,0.003,0.189,0.202,0.0,0.0,947.0,983.0,
"Cluster 2, FIRST_CPD",0.188,0.004,0.181,0.194,0.0,0.0,1120.0,901.0,
"Cluster 2, FIRST_CHF",0.011,0.001,0.009,0.013,0.0,0.0,1048.0,864.0,
"Cluster 2, FIRST_COAGULOPATHY",0.018,0.001,0.016,0.02,0.0,0.0,865.0,869.0,
"Cluster 2, FIRST_DEF_ANAEMIA",0.053,0.002,0.049,0.058,0.0,0.0,1029.0,841.0,
"Cluster 2, FIRST_DEPRESSION",0.303,0.004,0.295,0.31,0.0,0.0,1066.0,885.0,
"Cluster 2, FIRST_DIAB_COMP",0.0,0.0,0.0,0.001,0.0,0.0,1043.0,1005.0,
"Cluster 2, FIRST_DIAB",0.05,0.002,0.046,0.053,0.0,0.0,949.0,908.0,
"Cluster 2, FIRST_DRUG_ABUSE",0.009,0.001,0.007,0.011,0.0,0.0,899.0,942.0,
"Cluster 2, FIRST_FED",0.045,0.002,0.041,0.049,0.0,0.0,916.0,942.0,
"Cluster 2, FIRST_HYPERTENSION",0.116,0.003,0.111,0.121,0.0,0.0,1042.0,1013.0,
"Cluster 2, FIRST_HYPERTENSION_COMP",0.0,0.0,0.0,0.0,0.0,0.0,1108.0,942.0,
"Cluster 2, FIRST_HYPOTHYROIDISM",0.05,0.002,0.046,0.054,0.0,0.0,1115.0,905.0,
"Cluster 2, FIRST_LIVER_DISEASE",0.021,0.001,0.018,0.023,0.0,0.0,1066.0,794.0,
"Cluster 2, FIRST_LYMPHOMA",0.008,0.001,0.006,0.01,0.0,0.0,901.0,872.0,
"Cluster 2, FIRST_METASTATIC_CANCER",0.001,0.0,0.0,0.001,0.0,0.0,1096.0,970.0,
"Cluster 2, FIRST_OBESITY",0.09,0.003,0.084,0.094,0.0,0.0,840.0,843.0,
"Cluster 2, FIRST_OND",0.113,0.003,0.107,0.118,0.0,0.0,997.0,972.0,
"Cluster 2, FIRST_PARALYSIS",0.007,0.001,0.005,0.008,0.0,0.0,932.0,787.0,
"Cluster 2, FIRST_PEP_ULCER",0.014,0.001,0.012,0.016,0.0,0.0,976.0,973.0,
"Cluster 2, FIRST_PVD",0.024,0.001,0.022,0.027,0.0,0.0,783.0,914.0,
"Cluster 2, FIRST_PSYCHOSES",0.002,0.0,0.001,0.003,0.0,0.0,899.0,874.0,
"Cluster 2, FIRST_PCD",0.039,0.002,0.036,0.043,0.0,0.0,931.0,914.0,
"Cluster 2, FIRST_RENAL_DISEASE",0.006,0.001,0.004,0.007,0.0,0.0,999.0,928.0,
"Cluster 2, FIRST_RA",0.021,0.001,0.019,0.024,0.0,0.0,1007.0,972.0,
"Cluster 2, FIRST_CANCER",0.073,0.002,0.069,0.077,0.0,0.0,1072.0,909.0,
"Cluster 2, FIRST_VALVULAR_DISEASE",0.043,0.002,0.04,0.047,0.0,0.0,1030.0,1020.0,
"Cluster 2, FIRST_WEIGHT_LOSS",0.055,0.002,0.051,0.059,0.0,0.0,936.0,652.0,
"Cluster 3, FIRST_BL_ANAEMIA",0.001,0.0,0.0,0.001,0.0,0.0,867.0,983.0,
"Cluster 3, FIRST_ARRYTHMIA",0.1,0.002,0.095,0.104,0.0,0.0,1064.0,882.0,
"Cluster 3, FIRST_CPD",0.135,0.002,0.13,0.14,0.0,0.0,841.0,899.0,
"Cluster 3, FIRST_CHF",0.025,0.001,0.023,0.027,0.0,0.0,1024.0,923.0,
"Cluster 3, FIRST_COAGULOPATHY",0.005,0.001,0.003,0.006,0.0,0.0,1037.0,995.0,
"Cluster 3, FIRST_DEF_ANAEMIA",0.035,0.002,0.031,0.038,0.0,0.0,776.0,792.0,
"Cluster 3, FIRST_DEPRESSION",0.218,0.003,0.213,0.224,0.0,0.0,980.0,981.0,
"Cluster 3, FIRST_DIAB_COMP",0.001,0.0,0.001,0.002,0.0,0.0,959.0,842.0,
"Cluster 3, FIRST_DIAB",0.202,0.003,0.195,0.208,0.0,0.0,892.0,942.0,
"Cluster 3, FIRST_DRUG_ABUSE",0.005,0.001,0.004,0.007,0.0,0.0,1077.0,1012.0,
"Cluster 3, FIRST_FED",0.021,0.001,0.019,0.023,0.0,0.0,1196.0,772.0,
"Cluster 3, FIRST_HYPERTENSION",0.766,0.003,0.759,0.773,0.0,0.0,859.0,759.0,
"Cluster 3, FIRST_HYPERTENSION_COMP",0.003,0.0,0.003,0.004,0.0,0.0,881.0,841.0,
"Cluster 3, FIRST_HYPOTHYROIDISM",0.038,0.002,0.035,0.041,0.0,0.0,1081.0,934.0,
"Cluster 3, FIRST_LIVER_DISEASE",0.028,0.001,0.025,0.031,0.0,0.0,1038.0,871.0,
"Cluster 3, FIRST_LYMPHOMA",0.003,0.0,0.002,0.004,0.0,0.0,996.0,872.0,
"Cluster 3, FIRST_METASTATIC_CANCER",0.0,0.0,0.0,0.001,0.0,0.0,936.0,905.0,
"Cluster 3, FIRST_OBESITY",0.204,0.003,0.198,0.211,0.0,0.0,1002.0,974.0,
"Cluster 3, FIRST_OND",0.073,0.002,0.07,0.078,0.0,0.0,1038.0,875.0,
"Cluster 3, FIRST_PARALYSIS",0.007,0.001,0.006,0.008,0.0,0.0,839.0,730.0,
"Cluster 3, FIRST_PEP_ULCER",0.017,0.001,0.015,0.019,0.0,0.0,893.0,921.0,
"Cluster 3, FIRST_PVD",0.033,0.001,0.03,0.035,0.0,0.0,1027.0,914.0,
"Cluster 3, FIRST_PSYCHOSES",0.003,0.0,0.002,0.003,0.0,0.0,965.0,1024.0,
"Cluster 3, FIRST_PCD",0.01,0.001,0.008,0.011,0.0,0.0,885.0,817.0,
"Cluster 3, FIRST_RENAL_DISEASE",0.048,0.002,0.045,0.051,0.0,0.0,872.0,849.0,
"Cluster 3, FIRST_RA",0.017,0.001,0.015,0.019,0.0,0.0,913.0,982.0,
"Cluster 3, FIRST_CANCER",0.065,0.002,0.061,0.069,0.0,0.0,1061.0,875.0,
"Cluster 3, FIRST_VALVULAR_DISEASE",0.033,0.001,0.03,0.035,0.0,0.0,1044.0,970.0,
"Cluster 3, FIRST_WEIGHT_LOSS",0.015,0.001,0.013,0.017,0.0,0.0,843.0,914.0,
"Cluster 4, FIRST_BL_ANAEMIA",0.003,0.001,0.002,0.004,0.0,0.0,970.0,944.0,
"Cluster 4, FIRST_ARRYTHMIA",0.03,0.002,0.027,0.034,0.0,0.0,911.0,889.0,
"Cluster 4, FIRST_CPD",0.269,0.005,0.26,0.278,0.0,0.0,1078.0,1026.0,
"Cluster 4, FIRST_CHF",0.004,0.001,0.003,0.005,0.0,0.0,1012.0,934.0,
"Cluster 4, FIRST_COAGULOPATHY",0.006,0.001,0.004,0.007,0.0,0.0,1043.0,909.0,
"Cluster 4, FIRST_DEF_ANAEMIA",0.094,0.003,0.088,0.1,0.0,0.0,1125.0,1023.0,
"Cluster 4, FIRST_DEPRESSION",0.415,0.005,0.405,0.425,0.0,0.0,942.0,914.0,
"Cluster 4, FIRST_DIAB_COMP",0.001,0.0,0.0,0.001,0.0,0.0,985.0,1026.0,
"Cluster 4, FIRST_DIAB",0.215,0.004,0.207,0.223,0.0,0.0,954.0,1021.0,
"Cluster 4, FIRST_DRUG_ABUSE",0.005,0.001,0.004,0.006,0.0,0.0,1092.0,959.0,
"Cluster 4, FIRST_FED",0.019,0.001,0.017,0.022,0.0,0.0,1027.0,1062.0,
"Cluster 4, FIRST_HYPERTENSION",0.293,0.005,0.284,0.303,0.0,0.0,1022.0,1071.0,
"Cluster 4, FIRST_HYPERTENSION_COMP",0.0,0.0,0.0,0.001,0.0,0.0,994.0,816.0,
"Cluster 4, FIRST_HYPOTHYROIDISM",0.157,0.004,0.149,0.164,0.0,0.0,1103.0,983.0,
"Cluster 4, FIRST_LIVER_DISEASE",0.044,0.002,0.04,0.048,0.0,0.0,876.0,944.0,
"Cluster 4, FIRST_LYMPHOMA",0.004,0.001,0.003,0.005,0.0,0.0,827.0,943.0,
"Cluster 4, FIRST_METASTATIC_CANCER",0.001,0.0,0.0,0.001,0.0,0.0,1078.0,876.0,
"Cluster 4, FIRST_OBESITY",0.428,0.005,0.419,0.438,0.0,0.0,659.0,816.0,
"Cluster 4, FIRST_OND",0.018,0.001,0.015,0.02,0.0,0.0,1066.0,822.0,
"Cluster 4, FIRST_PARALYSIS",0.012,0.001,0.01,0.015,0.0,0.0,967.0,1021.0,
"Cluster 4, FIRST_PEP_ULCER",0.014,0.001,0.011,0.016,0.0,0.0,830.0,844.0,
"Cluster 4, FIRST_PVD",0.002,0.0,0.001,0.002,0.0,0.0,933.0,952.0,
"Cluster 4, FIRST_PSYCHOSES",0.003,0.001,0.002,0.005,0.0,0.0,831.0,941.0,
"Cluster 4, FIRST_PCD",0.012,0.001,0.01,0.014,0.0,0.0,887.0,1026.0,
"Cluster 4, FIRST_RENAL_DISEASE",0.019,0.001,0.016,0.022,0.0,0.0,983.0,941.0,
"Cluster 4, FIRST_RA",0.043,0.002,0.039,0.047,0.0,0.0,1011.0,943.0,
"Cluster 4, FIRST_CANCER",0.081,0.003,0.075,0.087,0.0,0.0,928.0,844.0,
"Cluster 4, FIRST_VALVULAR_DISEASE",0.002,0.001,0.001,0.003,0.0,0.0,843.0,953.0,
"Cluster 4, FIRST_WEIGHT_LOSS",0.019,0.002,0.016,0.022,0.0,0.0,905.0,910.0,
"Cluster 5, FIRST_BL_ANAEMIA",0.054,0.003,0.048,0.06,0.0,0.0,937.0,944.0,
"Cluster 5, FIRST_ARRYTHMIA",0.033,0.003,0.027,0.038,0.0,0.0,825.0,939.0,
"Cluster 5, FIRST_CPD",0.124,0.005,0.114,0.133,0.0,0.0,1111.0,981.0,
"Cluster 5, FIRST_CHF",0.004,0.001,0.002,0.006,0.0,0.0,845.0,983.0,
"Cluster 5, FIRST_COAGULOPATHY",0.022,0.002,0.018,0.026,0.0,0.0,1022.0,951.0,
"Cluster 5, FIRST_DEF_ANAEMIA",0.49,0.007,0.477,0.504,0.0,0.0,1037.0,975.0,
"Cluster 5, FIRST_DEPRESSION",0.397,0.007,0.383,0.411,0.0,0.0,865.0,818.0,
"Cluster 5, FIRST_DIAB_COMP",0.001,0.001,0.0,0.002,0.0,0.0,1006.0,934.0,
"Cluster 5, FIRST_DIAB",0.113,0.004,0.105,0.121,0.0,0.0,1022.0,949.0,
"Cluster 5, FIRST_DRUG_ABUSE",0.005,0.001,0.003,0.007,0.0,0.0,911.0,832.0,
"Cluster 5, FIRST_FED",0.036,0.003,0.031,0.041,0.0,0.0,982.0,796.0,
"Cluster 5, FIRST_HYPERTENSION",0.2,0.006,0.188,0.212,0.0,0.0,989.0,943.0,
"Cluster 5, FIRST_HYPERTENSION_COMP",0.001,0.0,0.0,0.002,0.0,0.0,954.0,977.0,
"Cluster 5, FIRST_HYPOTHYROIDISM",0.159,0.005,0.148,0.168,0.0,0.0,785.0,921.0,
"Cluster 5, FIRST_LIVER_DISEASE",0.038,0.003,0.032,0.043,0.0,0.0,1056.0,842.0,
"Cluster 5, FIRST_LYMPHOMA",0.003,0.001,0.001,0.004,0.0,0.0,1033.0,933.0,
"Cluster 5, FIRST_METASTATIC_CANCER",0.002,0.001,0.001,0.003,0.0,0.0,873.0,1023.0,
"Cluster 5, FIRST_OBESITY",0.119,0.004,0.11,0.127,0.0,0.0,982.0,943.0,
"Cluster 5, FIRST_OND",0.027,0.002,0.022,0.031,0.0,0.0,978.0,1021.0,
"Cluster 5, FIRST_PARALYSIS",0.005,0.001,0.003,0.007,0.0,0.0,718.0,783.0,
"Cluster 5, FIRST_PEP_ULCER",0.076,0.004,0.068,0.084,0.0,0.0,1031.0,860.0,
"Cluster 5, FIRST_PVD",0.008,0.001,0.006,0.011,0.0,0.0,1045.0,932.0,
"Cluster 5, FIRST_PSYCHOSES",0.005,0.001,0.003,0.006,0.0,0.0,937.0,973.0,
"Cluster 5, FIRST_PCD",0.006,0.001,0.004,0.008,0.0,0.0,1002.0,939.0,
"Cluster 5, FIRST_RENAL_DISEASE",0.033,0.003,0.028,0.038,0.0,0.0,1017.0,1017.0,
"Cluster 5, FIRST_RA",0.073,0.004,0.067,0.08,0.0,0.0,1028.0,905.0,
"Cluster 5, FIRST_CANCER",0.084,0.004,0.077,0.092,0.0,0.0,794.0,793.0,
"Cluster 5, FIRST_VALVULAR_DISEASE",0.011,0.002,0.008,0.014,0.0,0.0,1006.0,983.0,
"Cluster 5, FIRST_WEIGHT_LOSS",0.115,0.005,0.107,0.124,0.0,0.0,962.0,566.0,
"Cluster 6, FIRST_BL_ANAEMIA",0.001,0.001,0.001,0.003,0.0,0.0,876.0,909.0,
"Cluster 6, FIRST_ARRYTHMIA",0.028,0.003,0.023,0.033,0.0,0.0,908.0,931.0,
"Cluster 6, FIRST_CPD",0.36,0.008,0.345,0.374,0.0,0.0,1228.0,897.0,
"Cluster 6, FIRST_CHF",0.008,0.001,0.006,0.011,0.0,0.0,867.0,944.0,
"Cluster 6, FIRST_COAGULOPATHY",0.004,0.001,0.002,0.006,0.0,0.0,892.0,907.0,
"Cluster 6, FIRST_DEF_ANAEMIA",0.072,0.004,0.064,0.081,0.0,0.0,1022.0,880.0,
"Cluster 6, FIRST_DEPRESSION",0.809,0.007,0.796,0.822,0.0,0.0,1050.0,982.0,
"Cluster 6, FIRST_DIAB_COMP",0.001,0.001,0.0,0.002,0.0,0.0,1017.0,882.0,
"Cluster 6, FIRST_DIAB",0.145,0.006,0.134,0.157,0.0,0.0,876.0,1070.0,
"Cluster 6, FIRST_DRUG_ABUSE",0.033,0.003,0.027,0.039,0.0,0.0,800.0,945.0,
"Cluster 6, FIRST_FED",0.031,0.003,0.025,0.036,0.0,0.0,981.0,982.0,
"Cluster 6, FIRST_HYPERTENSION",0.202,0.006,0.189,0.213,0.0,0.0,939.0,871.0,
"Cluster 6, FIRST_HYPERTENSION_COMP",0.001,0.001,0.0,0.001,0.0,0.0,1013.0,906.0,
"Cluster 6, FIRST_HYPOTHYROIDISM",0.121,0.006,0.111,0.132,0.0,0.0,1028.0,841.0,
"Cluster 6, FIRST_LIVER_DISEASE",0.02,0.002,0.015,0.025,0.0,0.0,987.0,1013.0,
"Cluster 6, FIRST_LYMPHOMA",0.003,0.001,0.002,0.005,0.0,0.0,878.0,961.0,
"Cluster 6, FIRST_METASTATIC_CANCER",0.001,0.001,0.0,0.003,0.0,0.0,869.0,983.0,
"Cluster 6, FIRST_OBESITY",0.264,0.007,0.25,0.278,0.0,0.0,1016.0,915.0,
"Cluster 6, FIRST_OND",0.08,0.005,0.071,0.088,0.0,0.0,914.0,900.0,
"Cluster 6, FIRST_PARALYSIS",0.012,0.002,0.009,0.016,0.0,0.0,915.0,917.0,
"Cluster 6, FIRST_PEP_ULCER",0.011,0.002,0.008,0.015,0.0,0.0,902.0,958.0,
"Cluster 6, FIRST_PVD",0.006,0.001,0.004,0.008,0.0,0.0,957.0,974.0,
"Cluster 6, FIRST_PSYCHOSES",0.096,0.005,0.087,0.105,0.0,0.0,884.0,864.0,
"Cluster 6, FIRST_PCD",0.011,0.002,0.008,0.015,0.0,0.0,997.0,890.0,
"Cluster 6, FIRST_RENAL_DISEASE",0.015,0.002,0.012,0.019,0.0,0.0,951.0,912.0,
"Cluster 6, FIRST_RA",0.025,0.003,0.02,0.03,0.0,0.0,1082.0,1026.0,
"Cluster 6, FIRST_CANCER",0.04,0.003,0.033,0.046,0.0,0.0,934.0,935.0,
"Cluster 6, FIRST_VALVULAR_DISEASE",0.005,0.001,0.003,0.007,0.0,0.0,914.0,791.0,
"Cluster 6, FIRST_WEIGHT_LOSS",0.077,0.004,0.069,0.085,0.0,0.0,970.0,1026.0,
"Cluster 7, FIRST_BL_ANAEMIA",0.002,0.001,0.0,0.003,0.0,0.0,975.0,981.0,
"Cluster 7, FIRST_ARRYTHMIA",0.058,0.005,0.048,0.068,0.0,0.0,977.0,942.0,
"Cluster 7, FIRST_CPD",0.293,0.011,0.272,0.315,0.0,0.0,915.0,865.0,
"Cluster 7, FIRST_CHF",0.015,0.003,0.009,0.02,0.0,0.0,1024.0,980.0,
"Cluster 7, FIRST_COAGULOPATHY",0.011,0.002,0.006,0.016,0.0,0.0,924.0,935.0,
